,absorption/nm,emission/nm,plqy,e/m-1cm-1,smiles,solvent,reference(doi),source,tag_name
9273,502.0,514.0,76.0,489.99999999867237,CC1=CC(C)=[N+]2C1=C(c1cccc(C#Cc3cc(-c4ccc(C)s4)c(-c4ccc(C)s4)s3)c1)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,10.1080/15421406.2018.1467613,"DYES,PubMed",BODIPY
24863,413.0,682.0,0.2,478.0000298336571,CN(C)c1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4C#N)cc3C#N)cc2C#N)cc1,CC#N,10.1021/ol0528991,Deep4Chem,6n6
28345,536.0,555.0,4.0,480.00000000136333,COC(=O)c1ccc(C2=C3C(C)=C(I)C(C)=[N+]3[B-](F)(F)n3c(C)c(I)c(C)c32)cc1,C1CCOC1,10.1016/j.bmc.2013.07.017,"DYES,PubMed",BODIPY
27676,336.0,409.0,94.9999988,430.0008202553813,COC(=O)CNC(=O)c1nc2c(N(C)C)nc(N(C)C)nc2n1Cc1ccccc1,CC#N,10.1021/ja806348z,Deep4Chem,5p6
41312,434.0,536.0,17.000000200000002,346.76081055836335,Cc1ccc(S(=O)(=O)/N=c2/cc3ccccc3cn2-c2ccc(CCC(=O)O)cc2)cc1,CC#N,10.1039/d0sc00798f,ChemFluo,6p6
21112,385.0,540.0,33.0000013,398.18186071706634,CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,CN(C)C=O,10.1039/c6ra02814d,Deep4Chem,Cyanine
6230,578.0,584.0,15.0000006,423.7845226861614,CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3c(nc12)Cc1ccccc1-3)(C(C)C)C(C)C,CCCCCC,10.1021/acs.joc.6b01654,Deep4Chem,PAHs
42253,426.0,564.0,8.399999900000001,394.9390006644913,Cc1nc2c(ccc3ccc(N(C)C)cc32)oc1=O,c1ccccc1,10.1016/j.jphotochem.2008.06.014,Deep4Chem,Coumarin
45898,437.0,451.0,1.0,377.8151250383644,N#Cc1c(-c2ccc([N+](=O)[O-])cc2)cc(-c2ccc([N+](=O)[O-])cc2)nc1O,CN(C)C=O,10.1016/j.saa.2016.12.035,Deep4Chem,6n6
21794,378.0,418.0,46.0000008,389.209460269048,CCOC(=O)c1c2c3c(ccc(OC)c3c3cc4c(cc13)[Si](C)(C)O[Si]4(C)C)N(C)C2=O,CC#N,10.1016/j.tet.2019.130638,Deep4Chem,PAHs
51332,336.0,465.0,5.9999999,411.05897102992486,O=c1c(-c2ccccc2)coc2cc(O)ccc12,O,10.1039/c4cc06762b,ChemFluo,6p6
46368,369.0,426.0,2.8000001,453.4026106056135,N#Cc1ccc(/C=C2\N=C(c3ccccc3)OC2=O)cc1,C1COCCO1,10.1016/j.tetlet.2004.06.072,Deep4Chem,5n6
23881,306.0,475.0,0.13999999999999999,350.51499783199057,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,O,10.1021/jp044530j,Deep4Chem,Acridines
8126,551.0,567.0,11.0,483.90001234224513,CC1=C(C)N2C(=Cc3c(Sc4ccccc4)c(C)c(C)n3[B-]2(F)F)C1=[S+]c1ccccc1,CC#N,10.1021/jo201082z,"DYES,PubMed",BODIPY
3087,333.0,425.0,99.000001,444.10192152508506,C=Cc1cc2ccc(OC)cc2oc1=O,CC#N,10.1021/ol201983u,Deep4Chem,Coumarin
6570,437.0,443.0,87.9999995,438.9998422607333,CC(N=C(O)OC(C)(C)C)C(=O)OCc1ccc2c3cccc4cccc(c5cccc1c52)c43,CCO,10.1016/j.tet.2011.11.074,Deep4Chem,PAHs
22074,552.0,581.0,34.0,499.1000006469613,CCOC(=O)c1ccccc1-c1c2ccc(N(CC)CC)cc2[o+]c2cc(N(CC)CC)ccc12,O,10.1016/j.jlumin.2013.07.066,"Deep4Chem,DYES",Acridines
11414,378.0,405.0,25.0,426.9512944217916,CCC1=C(C)C2=Cc3ccccc3B(O)N2C1=O,CCCCCC,10.1021/acs.joc.6b01998,Deep4Chem,Benz
51235,343.0,531.0,21.9999999,439.79400086720375,O=[N+]([O-])c1ccc2c(c1)-c1c3c(c4c([n+]1[B-](F)(F)O2)CCc1ccccc1-4)CCc1ccccc1-3,ClCCl,10.1016/j.dyepig.2016.10.021,Deep4Chem,6n6
22943,616.0,640.0,86.0000014,494.99995428599226,CCc1c(C)[nH]c(C2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)c3ccccc32)c1C,ClCCl,10.1021/acs.joc.6b00414,Deep4Chem,BODIPY
53520,470.0,575.0,3.9999999,446.2397997898956,[O-][n+]1c(/C=C/c2cc3cccc4c5cccc6cccc(c(c2)c34)c65)nc(N2CCOCC2)c2c1CCCC2,ClCCl,10.1016/j.dyepig.2018.12.067,Deep4Chem,PAHs
1108,410.5,456.0,82.0,496.0000076497814,C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,Cc1ccccc1,"10.1016/j.dyepig.2009.11.009,10.1016/j.cplett.2010.11.037",Deep4Chem,Triphenylamine
46342,375.0,445.0,56.999999300000006,470.75701760979365,N#Cc1ccc(/C=C/C=C/c2ccc3ncnc(Nc4ccccc4)c3c2)cc1,ClC(Cl)Cl,10.1021/jo500520x,Deep4Chem,6p6
46767,489.0,573.0,0.77,385.302861471299,N=c1[nH][n+](=O)c2cc(F)ccc2n1[O-],CC#N,10.1021/acs.joc.7b03035,Deep4Chem,6p6
42161,326.0,464.0,72.0000029,537.0235437283177,Cc1nc(-c2cc(F)ccc2O)n2c1CCCC2,ClCCl,10.1016/j.dyepig.2018.09.069,Deep4Chem,5p6
19616,550.0,596.0,20.0000003,440.48337166199383,CCN(CC)c1ccc2c(c1)OC1=C3C=CC(=[O+]C)C=C3CC1=C2c1ccccc1C(=O)[O-],CCO,10.1002/anie.201901061,ChemFluo,Coumarin
11308,536.0,544.0,1.0,483.20002349108256,CCC1=C(C)C2=C(c3cccc([N+](=O)[O-])c3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,ClCCl,10.1021/jo0600151,"DYES,PubMed",BODIPY
23992,327.0,389.0,1.0,420.0001865406602,CN(C)c1[nH]c(=N)nc2c1nc(C#N)n2Cc1ccccc1,CO,10.1021/ja806348z,Deep4Chem,5p6
12606,424.0,438.0,99.000001,491.43431571194407,CCCCC1(CCCC)c2cc(C#Cc3ccc4ccc5cccc6ccc3c4c56)ccc2-c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc21,Cc1ccccc1,10.1021/jo300285v,Deep4Chem,PAHs
35894,397.0,482.0,1.6000001,387.50612633917,CSc1sc(C(=O)c2ccccc2)c2nnnc(O)c12,C1CCOC1,10.1016/j.saa.2009.03.026,Deep4Chem,5n6
51416,393.0,502.0,0.27999999999999997,388.0813592280791,O=c1c(Nc2ccccc2)c(O)c1=Nc1ccccc1,CN(C)C=O,10.1016/j.dyepig.2015.12.027,Deep4Chem,Benz
1417,353.0,422.0,10.8999997,453.5294120042771,C(S/C=C/c1ccc(/C=C/SC=C2CCCCCC2)cc1)=C1CCCCCC1,ClCCl,10.1016/j.jphotochem.2014.06.003,Deep4Chem,Benz
22416,476.0,610.0,2.1,458.182454898773,CCOc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2CC,C1CCOC1,10.1016/j.dyepig.2015.09.013,Deep4Chem,Carbazole
41017,521.0,670.0,7.000000000000001,455.19498807854103,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc(C=C(C#N)C#N)s3)cc2)cc1,ClC(Cl)Cl,10.1016/j.jphotochem.2012.10.002,Deep4Chem,Triphenylamine
23045,613.0,631.0,70.9999979,451.9998529118848,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(c3ccc[nH]3)c3ccccc3C1=C2,C1CCOC1,10.1021/acs.joc.6b00414,Deep4Chem,BODIPY
48072,496.0,508.0,63.0,474.0500062746986,O=C(O)CCCC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CCCCCC,10.1021/jo901149y,"DYES,PubMed",BODIPY
1253,284.0,333.0,2.3,327.8753600952829,C(=C/c1nc2c(c(N3CCOCC3)n1)CCCC2)\c1ccccc1,ClCCl,10.1016/j.dyepig.2018.12.067,Deep4Chem,6p6
45819,529.0,550.0,62.9999995,454.90032620257875,N#CC1=c2c3cccc4c(Br)ccc(c43)n2[B-](F)(F)[n+]2ccccc21,Cc1ccccc1,10.1021/ol503379c,Deep4Chem,BODIPY
31519,460.0,589.0,1.4000000000000001,438.05006748991946,COc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2C,CC#N,"10.1016/j.jphotochem.2016.01.014,10.1016/j.dyepig.2015.09.013",Deep4Chem,Carbazole
21429,540.0,603.0,44.9999988,465.4176541877961,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(N2CCCCC2)cc1,CS(C)=O,10.1016/j.dyepig.2011.05.004,Deep4Chem,Cyanine
41933,382.0,456.0,1.5,446.1948495203762,Cc1ccccc1/C(C#N)=C/c1ccc(N(C)C)cc1,CN(C)C=O,10.1016/j.molstruc.2015.05.048,Deep4Chem,6n6
44059,470.0,502.0,99.000001,452.37464668115643,F[B-]1(F)n2c(cccc2=[Cl+])N=c2c3cccc4cccc(c43)n21,CC#N,10.1021/ol503379c,Deep4Chem,BODIPY
39141,583.0,606.0,97.0000029,490.00009651534697,Cc1cc(C)n2c1C=C1c3ccccc3C(c3c[nH]c4ccccc34)=[N+]1[B-]2(F)F,C1CCOC1,10.1021/acs.joc.6b00414,Deep4Chem,BODIPY
25877,431.0,562.0,15.0000006,468.5607399946172,CN(CCO)c1ccc(/C=C/C(=O)c2ccc(N=C(O)c3ccc(Cl)cc3)cc2)cc1,CS(C)=O,10.1039/c2cc31662e,ChemFluo,6n6
26115,640.0,670.0,10.9999999,543.7750562820388,CN1C(=CC=C(C=CC2=[N+](C)c3ccccc3C2(C)C)c2ccccc2)C(C)(C)c2ccccc21,CCO,10.1016/j.dyepig.2019.107802,Deep4Chem,Cyanine
13721,464.0,562.0,2.0,449.41545940184426,CCCCCCCCCCCCN(CCCCCCCCCCCC)c1ccc2c(c1)oc(=O)c1c(=O)oc3ccccc3c12,CS(C)=O,10.1021/jo501565r,Deep4Chem,Coumarin
42339,269.0,309.0,15.9999996,408.63598306747485,Cc1oc(-c2ccccc2)nc1C(=O)O,C1CCCCC1,10.1016/j.tet.2010.09.014,Deep4Chem,5n6
25651,397.0,577.0,68.0,436.14992992349914,CN(C)c1ccc2nc(-c3ccc(C(=O)OC[C@H](N=C(O)OC(C)(C)C)C(=O)OCc4ccccc4)cc3)sc2c1,CO,10.1016/j.jphotochem.2019.03.021,Deep4Chem,5p6
44361,503.5,521.5,5.800000000000001,471.55002729971034,F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC=[N+]21,Cc1ccccc1,"10.1039/c4cs00030g,10.1039/D0NJ02576C,10.1002/chem.201901315,10.1007/s10895-013-1165-2","Deep4Chem,PubMed,DYES",BODIPY
15042,359.0,380.0,20.9999993,412.00010616200314,CCCCCCN1B2c3c(cccc3-c3ccccc3N2CCCCCC)-c2ccccc21,ClCCl,10.1021/jacs.6b04445,ChemFluo,BODIPY
40223,445.0,545.0,7.000000000000001,438.43892603247997,Cc1ccc(-n2c3ccccc3c3cc(C(=C(C#N)C#N)c4ccccc4)ccc32)cc1,CC#N,10.1016/j.jlumin.2018.05.059,Deep4Chem,Carbazole
52421,400.0,529.0,5.9999999,449.2760389026838,OCc1ccc(/C=c2\o/c(=C\c3ccc(N4CCCCC4)cc3)c3ccccc23)cc1,ClCCl,10.1016/j.dyepig.2014.10.013,ChemFluo,5p6
35496,374.0,479.0,37.9999995,436.99946616084276,COc1ccccc1-c1nc(-c2ccccc2)c2ccccn12,CC#N,10.1016/j.dyepig.2018.04.037,Deep4Chem,5p6
32826,380.0,490.0,33.0000013,483.35486964120173,COc1ccc(/C=C/c2nc(-c3ccccc3)[nH]c2/C=C/c2ccc(OC)cc2)cc1,ClCCl,10.1016/j.saa.2019.03.043,Deep4Chem,5n6
49576,516.0,560.0,50.0,415.2288344383057,O=C1OC(=O)c2cc(Oc3ccccc3)c3c4ccc5c6c(cc(Oc7ccccc7)c(c7ccc1c2c73)c64)C(=O)OC5=O,C1CCOC1,10.1016/j.jphotochem.2018.04.043,Deep4Chem,PAHs
21219,405.0,477.0,9.0000004,478.2472624166286,CCOC(=O)C1=CSC2=NC(=C3C=CC(=[N+](C)C)C=C3)O[B-](F)(F)N12,CC#N,10.1021/acs.joc.7b02239,Deep4Chem,Cyanine
38937,507.0,521.0,14.000000100000001,472.09857441537395,Cc1cc(C)n2c1C(=C1C=CC(=[I+])C=C1)c1c(C)cc(C)n1[B-]21OCCO1,ClC(Cl)Cl,10.1021/jo061567m,Deep4Chem,BODIPY
35543,738.0,760.0,28.999999999999996,513.6499876816152,COc1ccccc1C1=[N+]2C(=Cc3c4cc5ccccc5cc4c(-c4ccccc4OC)n3[B-]2(F)F)c2cc3ccccc3cc21,C1CCOC1,10.1021/acs.joc.5b02720,"Deep4Chem,SMFluo",BODIPY
32511,315.0,513.0,7.4000001,465.99162000698504,COc1ccc(-n2c3c4ccccc4nc(-c4ccc(C#N)cc4)c3c3c2c2c(-c4ccc(C#N)cc4)nc4ccccc4c2n3-c2ccc(OC)cc2)cc1,ClC(Cl)Cl,10.1021/acs.orglett.5b03129,Deep4Chem,6p6
32878,336.0,451.0,1.7000000000000002,457.9999547278477,COc1ccc(/C=C2\OC(=O)c3ccccc32)cc1,CC#N,"10.1016/j.jphotochem.2016.08.008,10.1016/S1010-6030(99)00246-4",Deep4Chem,5p6
16984,454.0,544.0,46.0000008,468.403703748652,CCCCN(CCCC)c1ccc2c(c1)=C=C=C=C=c1cc(C(F)(F)F)ccc1=C=C=c1cc3c#cc4ccc(C(F)(F)F)cc4c#cc#cc4cc(N(CCCC)CCCC)ccc4c#cc3cc1=C=C=2,ClCCl,10.1021/jo701740n,Deep4Chem,Benz
33165,377.0,461.0,63.7000024,383.12296938670636,COc1ccc(C(=O)OCc2c(C)c(=O)n3c(=O)c(C)c(C)n23)cc1,CCO,10.1021/acs.orglett.7b00416,Deep4Chem,Benz
52538,383.0,431.0,77.9999971,468.2145076373832,Oc1cc(N(c2ccccc2)c2ccccc2)ccc1-c1nc2c3ccccc3c3ccccc3c2[nH]1,CC#N,10.1016/j.dyepig.2018.06.020,Deep4Chem,Triphenylamine
41263,355.0,443.0,0.72,374.0599512811157,Cc1ccc(Nc2ccc3ccccc3n2)cc1,CCO,10.1016/j.jlumin.2018.12.059,Deep4Chem,6p6
21254,368.0,455.0,63.9999986,401.55274043137877,CCOC(=O)C1CC(c2c(C#N)c(C)nn2-c2ccccc2)=CN1c1ccc(Br)cc1,CCCCCCC,10.1016/j.saa.2008.04.011,Deep4Chem,5n6
42582,343.0,419.0,75.999999,460.788374435699,ClP1(Cl)=N[P@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N[P@@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N1,ClCCl,10.1016/j.dyepig.2018.02.012,Deep4Chem,PAHs
25834,409.0,514.0,18.9999998,495.4242509439325,CN(CC(O)c1cccc(O)c1)c1ccc([N+](=O)[O-])c(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)c1,CO,10.1016/j.saa.2014.09.080,Deep4Chem,PAHs
26689,367.0,452.0,73.0000019,444.7158031342219,CN=c1[nH]cnc2cc(-c3ccc(N(C)C)cc3)n3nc(-c4ccccc4)cc3c12,ClCCl,10.1039/c6cc02184k,ChemFluo,5p6
19592,726.0,763.0,20.9999993,513.1130851631576,CCN(CC)c1ccc2c(c1)OC1=C(C=CC3=[N+](C)c4ccc5ccccc5c4C3(C)C)CCCC1=C2c1ccccc1C(=O)O,CC#N,10.1021/ja209303b,Deep4Chem,Coumarin
42811,355.0,416.0,1.0,405.69048513364726,Clc1ccc(/C=C/c2cnc3ccccc3n2)cc1,ClCCl,dx.doi.org/10.1021/jo3004919,Deep4Chem,6p6
14807,427.0,591.0,3.9999999,404.53229787866576,CCCCCCCCn1c(=O)c2cc3cc4cc5c(=O)n(CCCCCCCC)c(=O)c5cc4c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c3cc2c1=O,ClC(Cl)Cl,10.1021/acs.joc.6b00364,Deep4Chem,Triphenylamine
39148,594.0,618.0,85.0000024,489.0001613184636,Cc1cc(C)n2c1C=C1c3ccccc3C(c3ccc[nH]3)=[N+]1[B-]2(F)F,CC#N,10.1021/acs.joc.6b00414,Deep4Chem,BODIPY
42020,575.0,588.0,88.9999986,508.9905111439398,Cc1ccccc1C1=c2cc3c(n2[B-](F)(F)n2c1cc1c4cc(F)ccc4oc12)=[O+]c1ccc(F)cc1-3,CO,10.1021/acs.joc.8b02933,Deep4Chem,BODIPY
46683,350.0,435.0,83.7000012,410.9983294819893,N#Cc1nn(-c2cc(F)cc(F)c2)nc1N1CCCC1,CC#N,10.1016/j.dyepig.2016.08.015,Deep4Chem,5n6
52818,474.0,509.0,4.1999999,402.53058652647707,Oc1ccc2ccccc2c1/C=N/c1cc2ccccc2cc1/N=C/c1c(O)ccc2ccccc12,CC#N,10.1021/jp403750q,Deep4Chem,PAHs
42985,369.0,424.0,1.7000001,413.03337684950066,Cn1c(=O)c(-c2ccccc2)nc2ccccc21,c1ccccc1,10.1016/j.jphotochem.2008.06.014,Deep4Chem,Coumarin
5886,403.0,504.0,17.000000200000002,393.4498451243568,CC(C)=[N+]1N=C2C=CC(Br)=CN2[B-]1(F)F,CC(C)=O,10.1021/ja2005175,ChemFluo,BODIPY
9748,351.0,453.0,3.3000000000000003,406.0697840353612,CC1=N/C(=C\c2ccncc2)C(=O)N1C,CCO,10.1021/acs.jpclett.8b00512,Deep4Chem,5n6
2732,579.0,660.0,0.8999999999999999,408.9905111439398,C=CCNc1ccc2c(ccc3[o+]c4cc(N(C)C)ccc4nc32)c1,O,10.1016/j.dyepig.2017.03.031,Deep4Chem,PAHs
19957,493.0,576.0,1.3,473.55988996981796,CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,Cc1ccccc1,10.1016/j.optmat.2019.04.011,Deep4Chem,Coumarin
21422,464.0,538.0,75.0,422.78867046136736,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CC#N,10.1016/j.dyepig.2011.05.004,Deep4Chem,Cyanine
17050,556.0,569.0,11.9999997,510.7209969647869,CCCCN1C(=CC=CC2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,CS(C)=O,10.1016/j.dyepig.2014.02.009,Deep4Chem,Cyanine
52524,364.0,515.0,9.3699999,332.83796034387376,Oc1cc(-c2cccs2)ccc1-c1nc2ccccc2s1,ClCCl,10.1016/j.tetlet.2019.03.029,Deep4Chem,5p6
20028,436.0,502.0,75.999999,449.13616938342733,CCN(CC)c1ccc2cc(C#N)/c(=N\C(=O)c3ccc(C)cc3)oc2c1,ClCCl,10.1016/j.jphotochem.2006.04.036,Deep4Chem,Coumarin
35886,430.0,540.0,60.0000024,462.7570664180543,CSc1nccc(/C=C/c2ccc(N(c3ccccc3)c3ccc(/C=C/c4ccnc(SC)n4)cc3)cc2)n1,ClCCl,10.1016/j.dyepig.2012.04.009,Deep4Chem,Triphenylamine
6951,748.0,771.0,28.0000001,501.70333392987806,CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCCC(=O)[O-])c3ccc(S(=O)(=O)O)cc3C2(C)C)N(CCCCCC(=O)O)c2ccc(S(=O)(=O)[O-])cc21,O,10.1016/j.dyepig.2012.12.031,Deep4Chem,Cyanine
31071,372.0,428.0,4.6999998000000005,431.5970345456917,COc1cc(OC)c2cc(C#N)c(=N)oc2c1,ClCCl,10.1016/j.dyepig.2006.01.001,Deep4Chem,Coumarin
52374,403.5,462.0,32.0,427.90003929451456,OC[C@H]1O[C@@H](OCCn2cc(CNC3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)nn2)[C@H](O)[C@@H](O)[C@H]1O,CO,10.1002/ejoc.201402767,"DYES,PubMed",Cyanine
22063,625.0,669.0,10.9999999,503.26187608507195,CCOC(=O)c1ccccc1-c1c2ccc(N(CC)CC)cc2[o+]c2c1c(=O)oc1c3c4c(cc12)CCCN4CCC3,ClC(Cl)Cl,10.1021/jo400783x,Deep4Chem,Coumarin
42809,377.0,467.0,34.000000400000005,478.4617292632875,Clc1ccc(/C=C/c2ccc(-c3nc4c5cccnc5c5ncccc5c4[nH]3)cc2)cc1,ClCCl,10.1016/j.tet.2017.03.075,Deep4Chem,5p6
2121,661.0,665.0,1.2,351.85139398778875,C1=Cc2nc1c(-c1cccs1)c1ccc([nH]1)c(-c1cccs1)c1nc(c(-c3cccs3)c3ccc([nH]3)c2-c2cccs2)C=C1,CN(C)C=O,10.1016/j.dyepig.2012.09.011,Deep4Chem,Porphyrin
29040,475.0,530.0,67.0000017,411.3943352306837,COCCOCCOCCN1C(=O)C2=C(c3ccncc3)N=C(O)C2=C1c1ccncc1,ClCCl,10.1016/j.dyepig.2012.11.028,ChemFluo,Cyanine
9535,533.0,553.0,51.0,478.75001472429943,CC1=CC(C)=[N+]2C1=Cc1c(C)c(C#CCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C)c(C)n1[B-]2(F)F,CCO,10.1016/j.bmcl.2008.10.089,"DYES,PubMed",BODIPY
35899,406.0,497.0,0.5599999999999999,420.4119982655925,CSc1sc(C(=O)c2ccccc2)c2nnnc(O)c12,CS(C)=O,10.1016/j.saa.2009.03.026,Deep4Chem,5n6
10528,422.0,533.0,37.0000005,476.64128471123996,CCC1(CC)c2cc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)ccc2-c2ccc(N(c3ccccc3)c3ccc4c(c3)C(CC)(CC)c3cc(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)ccc3-4)cc21,CN(C)C=O,10.1016/j.dyepig.2008.10.009,Deep4Chem,Triphenylamine
53776,329.0,375.0,74.000001,482.9998088697379,c1ccc(-c2c3c(c(-c4ccccc4)c4c2-c2ccccc2C4)-c2ccccc2C3)cc1,C1CCCCC1,10.1021/ol025972l,Deep4Chem,6n6
10982,536.0,547.0,5.6000000000000005,475.5999792603535,CCC1=C(C)C2=C(CN(C)C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCOC1,10.1021/ol501945v,"DYES,PubMed",BODIPY
10569,395.0,532.0,92.0000017,448.572142648158,CCC1(CC)c2cc(C=O)ccc2-c2ccc(N(C)C)cc21,CS(C)=O,10.1021/jp103410x,Deep4Chem,6n6
